,Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code,Idx
413,توسن,توسعه سامانه ی نرم افزاری نگین,فرابورس,بازار اول فرابورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,TOSAN,IRO3TOSZ0008,TOSZ,TOSZ1,IRO3TOSZ0001,72,7220,1,1414
414,ثالوند,سرمایه گذاری مسکن الوند,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Alvand Housing Inv,IRO3SLVZ0007,SLVZ,SLVZ1,IRO3SLVZ0001,70,7010,1,1415
415,ثباغ,شهرسازی و خانه سازی باغمیشه,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Baghmishe,IRO3BGHZ0001,BGHZ,BGHZ1,IRO3BGHZ0001,70,7010,1,1416
416,ثپردیس,سرمایه گذاری مسکن پردیس,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Maskan Pardis,IRO3MPRZ0005,MPRZ,MPRZ1,IRO3MPRZ0001,70,7010,1,1417
417,ثتران,سرمایه گذاری مسکن تهران,فرابورس,بازار دوم فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Maskan Invest.,IRO3PMTZ0003,PMTZ,PMTZ1,IRO3PMTZ0001,70,7010,3,1418
418,ثجنوب,سرمایه گذاری مسکن جنوب,فرابورس,بازار دوم فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Maskan Jonoob,IRO3MSJZ0002,MSJZ,MSJZ1,IRO3MSJZ0001,70,7010,3,1419
419,ثرود,سرمایه گذاری مسکن زاینده رود,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Zayandeh Maskan,IRO3ZNDZ0008,ZNDZ,ZNDZ1,IRO3ZNDZ0001,70,7010,1,1420
420,ثعمرا,شرکت عمران و توسعه شاهد,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Shahed Development,IRO3OSHZ0002,OSHZ,OSHZ1,IRO3OSHZ0001,70,7010,1,1421
421,ثغرب,شرکت سرمایه گذاری مسکن شمالغرب,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Shomal Gharb Co,IRO3CGRZ0008,CGRZ,CGRZ1,IRO3CGRZ0001,70,7010,1,1422
422,چخزر,صنایع چوب خزر کاسپین,فرابورس,بازار اول فرابورس,محصولات چوبی,تولید تخته چند لا و سایر تخته ها,-,Caspian Wood,IRO3CAWZ0007,CAWZ,CAWZ1,IRO3CAWZ0001,20,2021,1,1423
423,حآسا,آسیا سیر ارس,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Asia Seir Aras,IRO3ASAZ0005,ASAZ,ASAZ1,IRO3ASAZ0001,60,6010,1,1424
424,حآفرین,ریل پرداز نو آفرین,فرابورس,بازار دوم فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Rail Pardaz,IRO3RPAZ0009,RPAZ,RPAZ1,IRO3RPAZ0001,60,6010,3,1425
425,حپارسا,توسعه حمل و نقل ریلی پارسیان,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Parsian Oil&Gas,IRO3HPRZ0002,HPRZ,HPRZ1,IRO3HPRZ0001,60,6010,1,1426
426,حخزر,کشتیرانی دریای خزر,فرابورس,بازار دوم فرابورس,حمل و نقل آبی,حمل و نقل دریایی وحمل ونقل درآبهای ساحلی,-,Khazar Shipping,IRO3KHZZ0007,KHZZ,KHZZ1,IRO3KHZZ0001,61,6110,3,1427
427,حریل,ریل پردازسیر,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Reyl Pardazseir,IRO3HRLZ0006,HRLZ,HRLZ1,IRO3HRLZ0001,60,6010,1,1428
428,حسیر,ریل سیر کوثر,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Rail Sair Kosar,IRO3RSKZ0004,RSKZ,RSKZ1,IRO3RSKZ0001,60,6010,1,1429
429,حسینا,توسعه خدمات دریایی وبندری سینا,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,خدمات حمل و نقل دریایی,-,Sina Marine srv,IRO3SMBZ0000,SMBZ,SMBZ1,IRO3SMBZ0001,60,6003,1,1430
430,حگهر,حمل و نقل گهرترابر سیرجان,فرابورس,بازار اول فرابورس,حمل ونقل، انبارداری و ارتباطات,حمل و نقل از طریق خطوط راه آهن,-,Gohar Tarabar,IRO3GTTZ0007,GTTZ,GTTZ1,IRO3GTTZ0001,60,6010,1,1431
431,خاور,ایران خودرو دیزل,فرابورس,بازار اول فرابورس,خودرو و ساخت قطعات,تولید وسایل نقلیه موتوری,-,IranKhodro Diesel,IRO3IKDP0004,IKDP,IKDP1,IRO3IKDP0001,34,3410,1,1432
432,خدیزل,بهمن دیزل,فرابورس,بازار دوم فرابورس,خودرو و ساخت قطعات,تولید وسایل نقلیه موتوری,-,S*Bahman Dizel Co,IRO3DZLZ0000,DZLZ,DZLZ1,IRO3DZLZ0001,34,3410,3,1433
433,داوه,داروسازی آوه سینا,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Avicenna Labs.,IRO3AVLZ0007,AVLZ,AVLZ1,IRO3AVLZ0001,43,4323,1,1434
434,دبالک,مواد اولیه دارویی البرز بالک,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Alborz Bulk Co.,IRO3BLKZ0009,BLKZ,BLKZ1,IRO3BLKZ0001,43,4323,1,1435
435,دتوزیع,توزیع دارو پخش,فرابورس,بازار دوم فرابورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,Daroupakhsh Distr.,IRO3DPDZ0002,DPDZ,DPDZ1,IRO3DPDZ0001,43,4399,3,1436
436,دتولید,داروسازی تولید دارو,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Tolid Daroo,IRO3DTDZ0008,DTDZ,DTDZ1,IRO3DTDZ0001,43,4323,1,1437
437,ددانا,داروسازی دانا,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Daana Pharma Co,IRO3DPHZ0008,DPHZ,DPHZ1,IRO3DPHZ0001,43,4323,1,1438
438,درازی,پخش رازی,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,Pakhsh Razi,IRO3PSRZ0009,PSRZ,PSRZ1,IRO3PSRZ0001,43,4399,1,1439
439,درهآور,دارویی ره آورد تامین,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,Rahavard PHARMA,IRO3RAPZ0009,RAPZ,RAPZ1,IRO3RAPZ0001,43,4399,1,1440
440,دسانکو,داروسازی سبحان انکولوژی,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Ankolojy Sobhan,IRO3DSNZ0007,DSNZ,DSNZ1,IRO3DSNZ0001,43,4323,1,1441
441,دکپسول,تولید ژلاتین کپسول ایران,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید سایر محصولات دارویی,-,Iran Gel.Capsule,IRO3IGCZ0009,IGCZ,IGCZ1,IRO3IGCZ0001,43,4399,1,1442
442,دماوند,تولید نیروی برق دماوند,فرابورس,بازار دوم فرابورس,عرضه برق، گاز، بخاروآب گرم,تولید انتقال و توزیع نیروی برق,-,Damavand Co.,IRO3BDMZ0007,BDMZ,BDMZ1,IRO3BDMZ0001,40,4010,3,1443
443,دی,بانک دی,فرابورس,بازار دوم فرابورس,بانکها و موسسات اعتباری,سایر واسطه های پولی,-,Day Bank,IRO3BDYZ0003,BDYZ,BDYZ1,IRO3BDYZ0001,57,5719,3,1444
444,رافزا,رایان هم افزا,فرابورس,بازار اول فرابورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Rayan Hamafza,IRO3RYHZ0001,RYHZ,RYHZ1,IRO3RYHZ0001,72,7220,1,1445
445,رنیک,جنرال مکانیک,فرابورس,بازار دوم فرابورس,خدمات فنی و مهندسی,فعالیتهای ساختمانی و مشاوره فنی مرتبط,-,General Mechanic,IRO3GEMZ0001,GEMZ,GEMZ1,IRO3GEMZ0001,74,7421,3,1446
446,ریشمک,تولید و صادرات ریشمک,فرابورس,بازار اول فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Rishmac Prod.&EXP,IRO3RPEZ0005,RPEZ,RPEZ1,IRO3RPEZ0001,43,4323,1,1447
447,زاگرس,پتروشیمی زاگرس,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,S*Zagros Petro.,IRO3PZGZ0003,PZGZ,PZGZ1,IRO3PZGZ0001,44,4411,3,1448
448,زبینا,کشاورزی و دامپروری بینالود,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی و خدمات دامپروری جز دامپزشکی,-,Binalood AGRI&Husb,IRO3BAHZ0007,BAHZ,BAHZ1,IRO3BAHZ0001,1,140,1,1449
449,زدشت,کشت و صنعت دشت خرم دره,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,Dashte Khoramdareh,IRO3DKHZ0003,DKHZ,DKHZ1,IRO3DKHZ0001,1,121,1,1450
450,زشریف,کشت وصنعت شریف آباد,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,Sharif Abad AGRI,IRO3SAAZ0005,SAAZ,SAAZ1,IRO3SAAZ0001,1,121,1,1451
451,زشگزا,شیر و گوشت زاگرس شهرکرد,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی و خدمات دامپروری جز دامپزشکی,-,Zagros Meat & Milk,IRO3ZMMZ0008,ZMMZ,ZMMZ1,IRO3ZMMZ0001,1,140,1,1452
452,زفکا,کشت و دامداری فکا,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,FKA AGRI&Husb,IRO3FAAZ0000,FAAZ,FAAZ1,IRO3FAAZ0001,1,121,1,1453
453,زقیام,کشت و دام قیام اصفهان,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی و خدمات دامپروری جز دامپزشکی,-,Ghiam AGRI&Husb,IRO3GAHZ0002,GAHZ,GAHZ1,IRO3GAHZ0001,1,140,1,1454
454,زکشت,کشاورزی مکانیزه اصفهان کشت,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی و خدمات دامپروری جز دامپزشکی,-,Isfahan Kesht Agr.,IRO3IKAZ0005,IKAZ,IKAZ1,IRO3IKAZ0001,1,140,1,1455
455,زگلدشت,کشت و دام گلدشت نمونه اصفهان,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,Golgasht Nemouneh,IRO3GDSZ0006,GDSZ,GDSZ1,IRO3GDSZ0001,1,121,1,1456
456,زماهان,مجتمع تولید گوشت مرغ ماهان,فرابورس,بازار اول فرابورس,زراعت و خدمات وابسته,پرورش طیور,-,Mahan Chicken,IRO3MACZ0009,MACZ,MACZ1,IRO3MACZ0001,1,141,1,1457
457,زملارد,کشاورزی و دامپروری ملارد شیر,فرابورس,بازار دوم فرابورس,زراعت و خدمات وابسته,کشاورزی و خدمات دامپروری جز دامپزشکی,-,Malard AGRI&Husb,IRO3MAHZ0004,MAHZ,MAHZ1,IRO3MAHZ0001,1,140,3,1458
458,زنگان,صنعت روی زنگان,فرابورس,بازار اول فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Zangan Industry,IRO3ZAGZ0000,ZAGZ,ZAGZ1,IRO3ZAGZ0001,27,2720,1,1459
459,ساروج,بین المللی ساروج بوشهر,فرابورس,بازار دوم فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Sarooj Boushehr,IRO3SRBZ0005,SRBZ,SRBZ1,IRO3SRBZ0001,53,5394,3,1460
460,ساوه,سیمان ساوه,فرابورس,بازار دوم فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Saveh Cement,IRO3SACZ0003,SACZ,SACZ1,IRO3SACZ0001,53,5394,3,1461
461,ساینا,صنایع بهداشتی ساینا,فرابورس,بازار اول فرابورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Saina Company,IRO3SYNZ0002,SYNZ,SYNZ1,IRO3SYNZ0001,44,4424,1,1462
462,سبزوا,سیمان لار سبزوار,فرابورس,بازار اول فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Sabzevar Cement,IRO3SBZZ0005,SBZZ,SBZZ1,IRO3SBZZ0001,53,5394,1,1463
463,سپیدار,سپیدار سیستم آسیا,فرابورس,بازار اول فرابورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Sepidar System,IRO3SSYZ0007,SSYZ,SSYZ1,IRO3SSYZ0001,72,7220,1,1464
464,سدبیر,س. تدبیرگران فارس وخوزستان,فرابورس,بازار اول فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Tadbirgaran Inv,IRO3DBRZ0002,DBRZ,DBRZ1,IRO3DBRZ0001,56,5699,1,1465
465,سرچشمه,سرمایه گذاری مس سرچشمه,فرابورس,بازار دوم فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,S*MesSarcheshme,IRO3SARZ0006,SARZ,SARZ1,IRO3SARZ0001,56,5699,3,1466
466,سغدیر,توسعه سرمایه و صنعت غدیر,فرابورس,بازار دوم فرابورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Ghadir Invest.,IRO3GHIZ0004,GHIZ,GHIZ1,IRO3GHIZ0001,53,5394,3,1467
467,سمگا,گروه سرمایه گذاری میراث فرهنگی,فرابورس,بازار اول فرابورس,هتل و رستوران,هتل ها ، اردو و دیگر تدارکات اقامت کوتاه,-,Cultur.Herit. Inv.,IRO3IMFZ0008,IMFZ,IMFZ1,IRO3IMFZ0001,55,5510,1,1468
468,شاروم,پتروشیمی ارومیه,فرابورس,بازار اول فرابورس,محصولات شیمیایی,تولید کود و ترکیبات نیتروژن,-,UrmiaPetrochemical,IRO3URPZ0005,URPZ,URPZ1,IRO3URPZ0001,44,4412,1,1469
469,شاوان,پالایش نفت لاوان,فرابورس,بازار دوم فرابورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,Lavan Oil Ref.,IRO3PNLZ0000,PNLZ,PNLZ1,IRO3PNLZ0001,23,2320,3,1470
470,شبصیر,تولیدات پتروشیمی قائد بصیر,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید سایر محصولات شیمیایی,-,Ghaed Basir Petro.,IRO3BSRZ0005,BSRZ,BSRZ1,IRO3BSRZ0001,44,4429,3,1471
471,شپاس,نفت پاسارگاد,فرابورس,بازار دوم فرابورس,فراورده های نفتی، کک و سوخت هسته ای,ساخت فرآورده های نفتی تصفیه شده,-,NPSZ,IRO3NPSZ0003,NPSZ,NPSZ1,IRO3NPSZ0001,23,2308,3,1472
472,شتوکا,توکا رنگ فولاد سپاهان,فرابورس,بازار اول فرابورس,محصولات شیمیایی,تولید رنگ، بتونه، جوهر,-,Tuka Paint Co.,IRO3TPSZ0007,TPSZ,TPSZ1,IRO3TPSZ0001,44,4422,1,1473
473,شجم,صنایع پتروشیمی تخت جمشید,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Takhte Jamshid Pe.,IRO3TJPZ0008,TJPZ,TJPZ1,IRO3TJPZ0001,44,4411,3,1474
474,شراز,پالایش نفت شیراز,فرابورس,بازار دوم فرابورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,Palayesh Naft,IRO3PRZZ0000,PRZZ,PRZZ1,IRO3PRZZ0001,23,2320,3,1475
475,شرانل,نفت ایرانول,فرابورس,بازار دوم فرابورس,فراورده های نفتی، کک و سوخت هسته ای,ساخت فرآورده های نفتی تصفیه شده,-,Iranol,IRO3NOLZ0001,NOLZ,NOLZ1,IRO3NOLZ0001,23,2308,3,1476
476,شصدف,صنعتی دوده فام,فرابورس,بازار اول فرابورس,محصولات شیمیایی,تولید سایر محصولات شیمیایی,-,Sanati Doodeh Fam,IRO3SDFZ0007,SDFZ,SDFZ1,IRO3SDFZ0001,44,4429,1,1477
477,شکام,صنایع شیمیایی کیمیاگران امروز,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Kimyagaran Chem.,IRO3KICZ0003,KICZ,KICZ1,IRO3KICZ0001,44,4411,3,1478
478,شگویا,پتروشیمی تندگویان,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Tondgooyan Petro,IRO3TPEZ0003,TPEZ,TPEZ1,IRO3TPEZ0001,44,4411,3,1479
479,شملی,ملی شیمی کشاورز,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید حشره کش و سایر محصولات شیمیایی,-,MelliAgro-Chemical,IRO3MECZ0005,MECZ,MECZ1,IRO3MECZ0001,44,4421,3,1480
480,صبا,سرمایه گذاری صبا تامین,فرابورس,بازار دوم فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Saba Tamin Inv.,IRO3STIZ0006,STIZ,STIZ1,IRO3STIZ0001,56,5699,3,1481
481,غپآذر,شیر پگاه آذربایجان شرقی,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,E. Azar. Pegah,IRO3GHPZ0005,GHPZ,GHPZ1,IRO3GHPZ0001,42,4220,1,1482
482,غپونه,نوش پونه مشهد,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید سایر محصولات غذایی, قانون احکام دائمی برنامه های توسعه کشور,N. Pouneh Mashhad,IRO3NPMP0001,NPMP,NPMP1,IRO3NPMP0001,42,4249,3,1483
